legacy_fingerprint,dataset,model,task,seed,fold_id,window_length,reservoir_size,normalization,input_mapping,topology_variant,rewire_seed,v1_5_identity_id,n_ok_records_on_this_substrate,n_scored_on_this_substrate,n_config_hashes_on_this_substrate,config_hashes,experiments,n_substrates_sharing_this_fingerprint,classification
bf2f611cc30469be,d2_beef_uncontrolled,R4,classification,0,0,16,4000,,,R4_er_esn,,b7fa9e521ac83d1c,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
bf2f611cc30469be,d2_beef_uncontrolled,R4,classification,0,0,16,500,,,R4_er_esn,,f93537ee42f9c24a,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
c2661301901658f9,d2_beef_uncontrolled,R6,regression,0,3,16,1000,,,R6_dense_random,,ecafa951b54def9d,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
c2661301901658f9,d2_beef_uncontrolled,R6,regression,0,3,16,2000,,,R6_dense_random,,24418bcd86aeb74c,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
c2661301901658f9,d2_beef_uncontrolled,R6,regression,0,3,16,250,,,R6_dense_random,,e01ffb539727c1e7,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
c2661301901658f9,d2_beef_uncontrolled,R6,regression,0,3,16,4000,,,R6_dense_random,,00c8a8d8b4278b7f,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
c2661301901658f9,d2_beef_uncontrolled,R6,regression,0,3,16,500,,,R6_dense_random,,d040988724368afe,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
c543ed0b359319b2,d2_beef_uncontrolled,R0,regression,0,2,16,1000,n1_pre_l1,,R0_real_fly,,0c550273de996b1f,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
c543ed0b359319b2,d2_beef_uncontrolled,R0,regression,0,2,16,2000,n1_pre_l1,,R0_real_fly,,7b64bce750892239,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
c543ed0b359319b2,d2_beef_uncontrolled,R0,regression,0,2,16,250,n1_pre_l1,,R0_real_fly,,81b7af64a799ac93,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
c543ed0b359319b2,d2_beef_uncontrolled,R0,regression,0,2,16,4000,n1_pre_l1,,R0_real_fly,,448befabf8ac44db,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
c543ed0b359319b2,d2_beef_uncontrolled,R0,regression,0,2,16,500,n1_pre_l1,,R0_real_fly,,69c4418731220203,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
c984e5f5de319a4b,d2_beef_uncontrolled,R5,regression,0,1,16,1000,,,R5_small_world,,388e1d92f1e32e4b,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
c984e5f5de319a4b,d2_beef_uncontrolled,R5,regression,0,1,16,2000,,,R5_small_world,,c99f77bbf1d7eb15,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
c984e5f5de319a4b,d2_beef_uncontrolled,R5,regression,0,1,16,250,,,R5_small_world,,eadbaf100ba260c9,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
c984e5f5de319a4b,d2_beef_uncontrolled,R5,regression,0,1,16,4000,,,R5_small_world,,845a4fe4273a9de9,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
c984e5f5de319a4b,d2_beef_uncontrolled,R5,regression,0,1,16,500,,,R5_small_world,,bcc5f0beb72e2775,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
ca4f1d01d5b6481d,d2_beef_uncontrolled,R6,regression,0,1,16,1000,,,R6_dense_random,,5e36ad8afe96f893,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
ca4f1d01d5b6481d,d2_beef_uncontrolled,R6,regression,0,1,16,2000,,,R6_dense_random,,edef938298f2bc09,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
ca4f1d01d5b6481d,d2_beef_uncontrolled,R6,regression,0,1,16,250,,,R6_dense_random,,9450cf1d09777567,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
ca4f1d01d5b6481d,d2_beef_uncontrolled,R6,regression,0,1,16,4000,,,R6_dense_random,,8236e79067a4e103,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
ca4f1d01d5b6481d,d2_beef_uncontrolled,R6,regression,0,1,16,500,,,R6_dense_random,,0f823c475160035f,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
caf54b92b3c16c65,d2_beef_uncontrolled,R2,regression,0,2,16,1000,,,R2_degree_rewired,,300890762658f646,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
caf54b92b3c16c65,d2_beef_uncontrolled,R2,regression,0,2,16,2000,,,R2_degree_rewired,,dbfb40bd5f7ec312,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
caf54b92b3c16c65,d2_beef_uncontrolled,R2,regression,0,2,16,250,,,R2_degree_rewired,,56e252811319599f,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
caf54b92b3c16c65,d2_beef_uncontrolled,R2,regression,0,2,16,4000,,,R2_degree_rewired,,ccdaab1e92b86b19,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
caf54b92b3c16c65,d2_beef_uncontrolled,R2,regression,0,2,16,500,,,R2_degree_rewired,,33b46ab968af9432,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
cb4c3c6f1d1f8ae6,d2_beef_uncontrolled,R1,classification,0,3,16,1000,,,R1_weight_shuffled,,944c9ba4aaf8c0ad,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
cb4c3c6f1d1f8ae6,d2_beef_uncontrolled,R1,classification,0,3,16,2000,,,R1_weight_shuffled,,625629e7a261acdb,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
cb4c3c6f1d1f8ae6,d2_beef_uncontrolled,R1,classification,0,3,16,250,,,R1_weight_shuffled,,57f2e11e8b7e6d41,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
cb4c3c6f1d1f8ae6,d2_beef_uncontrolled,R1,classification,0,3,16,4000,,,R1_weight_shuffled,,c46dcac2b522b0f0,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
cb4c3c6f1d1f8ae6,d2_beef_uncontrolled,R1,classification,0,3,16,500,,,R1_weight_shuffled,,f3181e319248e5cd,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
d2c488b897bbd298,d2_beef_uncontrolled,R3,regression,0,2,16,1000,,,R3_random_sparse,,f7ec723b664a2130,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
d2c488b897bbd298,d2_beef_uncontrolled,R3,regression,0,2,16,2000,,,R3_random_sparse,,6f951f66b3a575e0,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
d2c488b897bbd298,d2_beef_uncontrolled,R3,regression,0,2,16,250,,,R3_random_sparse,,7a4b5b6f4ed984a0,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
d2c488b897bbd298,d2_beef_uncontrolled,R3,regression,0,2,16,4000,,,R3_random_sparse,,90191ca5e346be0a,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
d2c488b897bbd298,d2_beef_uncontrolled,R3,regression,0,2,16,500,,,R3_random_sparse,,48ffe02d0f10937e,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
d3671598e3ccc986,d2_beef_uncontrolled,R4,regression,0,2,16,1000,,,R4_er_esn,,b34d522a0003eb56,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
d3671598e3ccc986,d2_beef_uncontrolled,R4,regression,0,2,16,2000,,,R4_er_esn,,2e7c662f38297607,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
d3671598e3ccc986,d2_beef_uncontrolled,R4,regression,0,2,16,250,,,R4_er_esn,,7d07b8d8c1ac9e13,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
d3671598e3ccc986,d2_beef_uncontrolled,R4,regression,0,2,16,4000,,,R4_er_esn,,6fe27874fb350cda,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
d3671598e3ccc986,d2_beef_uncontrolled,R4,regression,0,2,16,500,,,R4_er_esn,,8c4d6de84fa3bb23,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
d5d87dd5ba906cc1,d2_beef_uncontrolled,R4,regression,0,4,16,1000,,,R4_er_esn,,788e960e4ee26efe,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
d5d87dd5ba906cc1,d2_beef_uncontrolled,R4,regression,0,4,16,2000,,,R4_er_esn,,15db83a842e24b1f,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
d5d87dd5ba906cc1,d2_beef_uncontrolled,R4,regression,0,4,16,250,,,R4_er_esn,,cc2d5cecf3658816,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
d5d87dd5ba906cc1,d2_beef_uncontrolled,R4,regression,0,4,16,4000,,,R4_er_esn,,cad7f44b4f28ce00,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
d5d87dd5ba906cc1,d2_beef_uncontrolled,R4,regression,0,4,16,500,,,R4_er_esn,,3fb3a6c1c76859c1,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
d7298b9f86e00911,d2_beef_uncontrolled,R3,classification,0,4,16,1000,,,R3_random_sparse,,019ae7f92d5c772c,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
d7298b9f86e00911,d2_beef_uncontrolled,R3,classification,0,4,16,2000,,,R3_random_sparse,,2a6f0facb2246dcc,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
d7298b9f86e00911,d2_beef_uncontrolled,R3,classification,0,4,16,250,,,R3_random_sparse,,d0dce576be3fa042,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
d7298b9f86e00911,d2_beef_uncontrolled,R3,classification,0,4,16,4000,,,R3_random_sparse,,809d8b1709a261bf,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
d7298b9f86e00911,d2_beef_uncontrolled,R3,classification,0,4,16,500,,,R3_random_sparse,,5773949ee1ae831b,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
d8d96b8ad1e1f458,d2_beef_uncontrolled,R3,regression,0,4,16,1000,,,R3_random_sparse,,da10ab6b2439a27a,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
d8d96b8ad1e1f458,d2_beef_uncontrolled,R3,regression,0,4,16,2000,,,R3_random_sparse,,7fbb57352acd4e16,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
d8d96b8ad1e1f458,d2_beef_uncontrolled,R3,regression,0,4,16,250,,,R3_random_sparse,,25d4bd3e9b547e92,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
d8d96b8ad1e1f458,d2_beef_uncontrolled,R3,regression,0,4,16,4000,,,R3_random_sparse,,0f4b37844d3e8ff8,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
d8d96b8ad1e1f458,d2_beef_uncontrolled,R3,regression,0,4,16,500,,,R3_random_sparse,,b33a92620e210a24,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
dc8c3b9dbc9310a5,d2_beef_uncontrolled,R3,classification,0,0,16,1000,,,R3_random_sparse,,20e4ce44496bd56f,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
dc8c3b9dbc9310a5,d2_beef_uncontrolled,R3,classification,0,0,16,2000,,,R3_random_sparse,,eba1556393bf44bf,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
dc8c3b9dbc9310a5,d2_beef_uncontrolled,R3,classification,0,0,16,250,,,R3_random_sparse,,ea4a86642c687460,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
dc8c3b9dbc9310a5,d2_beef_uncontrolled,R3,classification,0,0,16,4000,,,R3_random_sparse,,b0a8a5fedd89ed0e,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
dc8c3b9dbc9310a5,d2_beef_uncontrolled,R3,classification,0,0,16,500,,,R3_random_sparse,,e93029d2712f40c9,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
e44c7170e52c790e,d2_beef_uncontrolled,R5,classification,0,2,16,1000,,,R5_small_world,,9825357fe42bb33d,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
e44c7170e52c790e,d2_beef_uncontrolled,R5,classification,0,2,16,2000,,,R5_small_world,,38ade4069ba3e0b1,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
e44c7170e52c790e,d2_beef_uncontrolled,R5,classification,0,2,16,250,,,R5_small_world,,c3fbe7996e0f4968,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
e44c7170e52c790e,d2_beef_uncontrolled,R5,classification,0,2,16,4000,,,R5_small_world,,944244430310abaa,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
e44c7170e52c790e,d2_beef_uncontrolled,R5,classification,0,2,16,500,,,R5_small_world,,8d762caec058ed96,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
eaabcaaf95153ee4,d2_beef_uncontrolled,R3,regression,0,0,16,1000,,,R3_random_sparse,,4c416c5d602b346a,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
eaabcaaf95153ee4,d2_beef_uncontrolled,R3,regression,0,0,16,2000,,,R3_random_sparse,,e666391bfc0c1e1d,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
eaabcaaf95153ee4,d2_beef_uncontrolled,R3,regression,0,0,16,250,,,R3_random_sparse,,82d3ac2d2fc28031,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
eaabcaaf95153ee4,d2_beef_uncontrolled,R3,regression,0,0,16,4000,,,R3_random_sparse,,2932e8bdbf31968f,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
eaabcaaf95153ee4,d2_beef_uncontrolled,R3,regression,0,0,16,500,,,R3_random_sparse,,0f5134c17215ec44,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
ee7dad8eb3379e84,d2_beef_uncontrolled,R0,regression,0,3,16,1000,n1_pre_l1,,R0_real_fly,,d947589828fcc58e,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
ee7dad8eb3379e84,d2_beef_uncontrolled,R0,regression,0,3,16,2000,n1_pre_l1,,R0_real_fly,,9e044547a78510c6,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
ee7dad8eb3379e84,d2_beef_uncontrolled,R0,regression,0,3,16,250,n1_pre_l1,,R0_real_fly,,581d2b4e89dfd3de,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
ee7dad8eb3379e84,d2_beef_uncontrolled,R0,regression,0,3,16,4000,n1_pre_l1,,R0_real_fly,,8012d4b86465751d,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
ee7dad8eb3379e84,d2_beef_uncontrolled,R0,regression,0,3,16,500,n1_pre_l1,,R0_real_fly,,81c5458b2e99f06d,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
f4390733d22604d4,d2_beef_uncontrolled,R5,classification,0,0,16,1000,,,R5_small_world,,b073eec24942d179,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
f4390733d22604d4,d2_beef_uncontrolled,R5,classification,0,0,16,2000,,,R5_small_world,,b970d63dd4ded561,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
f4390733d22604d4,d2_beef_uncontrolled,R5,classification,0,0,16,250,,,R5_small_world,,319b75905cfe7a42,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
f4390733d22604d4,d2_beef_uncontrolled,R5,classification,0,0,16,4000,,,R5_small_world,,0fa8d6a4d91cf852,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
f4390733d22604d4,d2_beef_uncontrolled,R5,classification,0,0,16,500,,,R5_small_world,,e6ba85dcb49cbfba,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
f508742cfdf18a55,d2_beef_uncontrolled,R4,classification,0,3,16,1000,,,R4_er_esn,,195b157505fc77b8,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
f508742cfdf18a55,d2_beef_uncontrolled,R4,classification,0,3,16,2000,,,R4_er_esn,,06479b155797c216,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
f508742cfdf18a55,d2_beef_uncontrolled,R4,classification,0,3,16,250,,,R4_er_esn,,be5be15f586476af,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
f508742cfdf18a55,d2_beef_uncontrolled,R4,classification,0,3,16,4000,,,R4_er_esn,,074a1a1a15a80d23,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
f508742cfdf18a55,d2_beef_uncontrolled,R4,classification,0,3,16,500,,,R4_er_esn,,db7faba5ed2590de,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
f651b28faeba8e54,d2_beef_uncontrolled,R3,regression,0,1,16,1000,,,R3_random_sparse,,f40f57b7c753767c,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
f651b28faeba8e54,d2_beef_uncontrolled,R3,regression,0,1,16,2000,,,R3_random_sparse,,1404aa29833a5cbf,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
f651b28faeba8e54,d2_beef_uncontrolled,R3,regression,0,1,16,250,,,R3_random_sparse,,4eccca85769a41d2,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
f651b28faeba8e54,d2_beef_uncontrolled,R3,regression,0,1,16,4000,,,R3_random_sparse,,5c241a6b6ced0b7c,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
f651b28faeba8e54,d2_beef_uncontrolled,R3,regression,0,1,16,500,,,R3_random_sparse,,b82897f316e7d036,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
fbe44838fb1ba484,d2_beef_uncontrolled,R0,classification,0,0,16,1000,n1_pre_l1,,R0_real_fly,,69e67cd9ce5580bd,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
fbe44838fb1ba484,d2_beef_uncontrolled,R0,classification,0,0,16,2000,n1_pre_l1,,R0_real_fly,,41b9806ca7526c25,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
fbe44838fb1ba484,d2_beef_uncontrolled,R0,classification,0,0,16,250,n1_pre_l1,,R0_real_fly,,c70c382a25eb36c6,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
fbe44838fb1ba484,d2_beef_uncontrolled,R0,classification,0,0,16,4000,n1_pre_l1,,R0_real_fly,,aecb8ad8a8239f1d,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
fbe44838fb1ba484,d2_beef_uncontrolled,R0,classification,0,0,16,500,n1_pre_l1,,R0_real_fly,,b2dadd923633b248,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
fcad8c796a9ac221,d2_beef_uncontrolled,R1,classification,0,4,16,1000,,,R1_weight_shuffled,,86dff658954f037e,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
fcad8c796a9ac221,d2_beef_uncontrolled,R1,classification,0,4,16,2000,,,R1_weight_shuffled,,712d7c02b345894b,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
fcad8c796a9ac221,d2_beef_uncontrolled,R1,classification,0,4,16,250,,,R1_weight_shuffled,,42d0dd8e913161a1,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
fcad8c796a9ac221,d2_beef_uncontrolled,R1,classification,0,4,16,4000,,,R1_weight_shuffled,,55894c43f2c79405,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
fcad8c796a9ac221,d2_beef_uncontrolled,R1,classification,0,4,16,500,,,R1_weight_shuffled,,ebf65bc6d6a2d42c,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
ff26c3b24c121196,d2_beef_uncontrolled,R4,classification,0,4,16,1000,,,R4_er_esn,,400e03e515117715,1,1,1,aeaa183639c5,e9_size_d2_n1000,5,single_scored_evaluation
ff26c3b24c121196,d2_beef_uncontrolled,R4,classification,0,4,16,2000,,,R4_er_esn,,37ae618e4a50ea75,1,1,1,45dea923f5eb,e9_size_d2_n2000,5,single_scored_evaluation
ff26c3b24c121196,d2_beef_uncontrolled,R4,classification,0,4,16,250,,,R4_er_esn,,7714d90310f582f6,2,2,2,2b681f4040fc|e2dbcef1dad6,e9_size_d2|e9_size_d2_n250,5,true_repeat_different_config
ff26c3b24c121196,d2_beef_uncontrolled,R4,classification,0,4,16,4000,,,R4_er_esn,,7e89ee8b36be7b4f,1,1,1,e2526bc8a3c8,e9_size_d2_n4000,5,single_scored_evaluation
ff26c3b24c121196,d2_beef_uncontrolled,R4,classification,0,4,16,500,,,R4_er_esn,,db1e3f40fa26cc3a,1,1,1,5ef9f26a4c53,e9_size_d2_n500,5,single_scored_evaluation
